,name,label
564,0_1417,4
565,0_12,0
566,0_611,1
567,0_769,2
568,0_1042,3
569,0_1452,4
570,0_283,0
571,0_671,1
572,0_914,2
573,0_1155,3
574,0_1271,4
575,0_272,0
576,0_702,1
577,0_918,2
578,0_1157,3
579,0_1269,4
580,0_86,0
581,0_411,1
582,0_874,2
583,0_993,3
584,0_1392,4
585,0_254,0
586,0_700,1
587,0_867,2
588,0_1183,3
589,0_1230,4
590,0_192,0
591,0_710,1
592,0_942,2
593,0_1062,3
594,0_1333,4
595,0_242,0
596,0_717,1
597,0_477,2
598,0_957,3
599,0_1354,4
600,0_46,0
601,0_705,1
602,0_447,2
603,0_1032,3
604,0_1254,4
605,0_106,0
606,0_605,1
607,0_442,2
608,0_559,3
609,0_1402,4
610,0_65,0
611,0_430,1
612,0_940,2
613,0_1061,3
614,0_1415,4
615,0_284,0
616,0_623,1
617,0_902,2
618,0_978,3
619,0_591,4
620,0_136,0
621,0_378,1
622,0_743,2
623,0_1056,3
624,0_1330,4
625,0_172,0
626,0_739,1
627,0_502,2
628,0_1046,3
629,0_1411,4
630,0_209,0
631,0_720,1
632,0_842,2
633,0_973,3
634,0_1277,4
635,0_134,0
636,0_719,1
637,0_909,2
638,0_549,3
639,0_1443,4
640,0_290,0
641,0_714,1
642,0_819,2
643,0_971,3
644,0_1291,4
645,0_63,0
646,0_375,1
647,0_450,2
648,0_1091,3
649,0_1307,4
650,0_19,0
651,0_309,1
652,0_496,2
653,0_554,3
654,0_1253,4
655,0_126,0
656,0_723,1
657,0_463,2
658,0_956,3
659,0_1439,4
660,0_36,0
661,0_431,1
662,0_823,2
663,0_1145,3
664,0_596,4
665,0_135,0
666,0_305,1
667,0_805,2
668,0_1124,3
669,0_1194,4
670,0_108,0
671,0_299,1
672,0_783,2
673,0_990,3
674,0_1244,4
675,0_195,0
676,0_662,1
677,0_758,2
678,0_1005,3
679,0_1359,4
680,0_221,0
681,0_716,1
682,0_939,2
683,0_1118,3
684,0_1329,4
685,0_174,0
686,0_340,1
687,0_816,2
688,0_533,3
689,0_1365,4
690,0_155,0
691,0_313,1
692,0_929,2
693,0_1189,3
694,0_1387,4
695,0_127,0
696,0_658,1
697,0_443,2
698,0_998,3
699,0_1373,4
700,0_142,0
701,0_359,1
702,0_527,2
703,0_1134,3
704,0_1457,4
705,0_198,0
706,0_358,1
707,0_529,2
708,0_572,3
709,0_590,4
710,0_1,0
711,0_644,1
712,0_526,2
713,0_1069,3
714,0_1193,4
715,0_163,0
716,0_606,1
717,0_875,2
718,0_1097,3
719,0_1301,4
720,0_257,0
721,0_434,1
722,0_765,2
723,0_1143,3
724,0_593,4
725,0_165,0
726,0_407,1
727,0_919,2
728,0_1071,3
729,0_1205,4
730,0_13,0
731,0_320,1
732,0_497,2
733,0_561,3
734,0_1404,4
735,0_35,0
736,0_712,1
737,0_840,2
738,0_562,3
739,0_1207,4
740,0_94,0
741,0_615,1
742,0_469,2
743,0_984,3
744,0_1455,4
745,0_238,0
746,0_669,1
747,0_448,2
748,0_1104,3
749,0_1229,4
750,0_24,0
751,0_345,1
752,0_451,2
753,0_1078,3
754,0_1370,4
755,0_137,0
756,0_433,1
757,0_773,2
758,0_1040,3
759,0_1360,4
760,0_53,0
761,0_657,1
762,0_522,2
763,0_1052,3
764,0_1208,4
765,0_58,0
766,0_653,1
767,0_811,2
768,0_1113,3
769,0_1420,4
770,0_103,0
771,0_418,1
772,0_457,2
773,0_1084,3
774,0_1459,4
775,0_178,0
776,0_665,1
777,0_525,2
778,0_1024,3
779,0_1362,4
780,0_167,0
781,0_655,1
782,0_853,2
783,0_1049,3
784,0_1448,4
785,0_259,0
786,0_666,1
787,0_745,2
788,0_1086,3
789,0_1430,4
790,0_189,0
791,0_429,1
792,0_512,2
793,0_982,3
794,0_1441,4
795,0_68,0
796,0_626,1
797,0_764,2
798,0_1007,3
799,0_1437,4
800,0_87,0
801,0_318,1
802,0_900,2
803,0_1076,3
804,0_1258,4
805,0_216,0
806,0_610,1
807,0_868,2
808,0_1126,3
809,0_1275,4
810,0_287,0
811,0_380,1
812,0_895,2
813,0_1066,3
814,0_1284,4
815,0_262,0
816,0_617,1
817,0_766,2
818,0_535,3
819,0_1310,4
820,0_186,0
821,0_383,1
822,0_489,2
823,0_1065,3
824,0_1339,4
825,0_276,0
826,0_734,1
827,0_781,2
828,0_955,3
829,0_1331,4
830,0_26,0
831,0_701,1
832,0_850,2
833,0_1184,3
834,0_587,4
835,0_31,0
836,0_695,1
837,0_506,2
838,0_556,3
839,0_1285,4
840,0_42,0
841,0_319,1
842,0_901,2
843,0_1132,3
844,0_1298,4
845,0_11,0
846,0_357,1
847,0_829,2
848,0_953,3
849,0_1422,4
850,0_270,0
851,0_650,1
852,0_857,2
853,0_1054,3
854,0_1369,4
855,0_74,0
856,0_685,1
857,0_836,2
858,0_1114,3
859,0_1212,4
860,0_185,0
861,0_718,1
862,0_475,2
863,0_1112,3
864,0_592,4
865,0_140,0
866,0_440,1
867,0_934,2
868,0_1059,3
869,0_1405,4
870,0_266,0
871,0_355,1
872,0_778,2
873,0_1105,3
874,0_1313,4
875,0_100,0
876,0_404,1
877,0_812,2
878,0_954,3
879,0_1264,4
880,0_214,0
881,0_425,1
882,0_891,2
883,0_1012,3
884,0_1332,4
885,0_110,0
886,0_735,1
887,0_515,2
888,0_1017,3
889,0_1377,4
890,0_271,0
891,0_600,1
892,0_835,2
893,0_1123,3
894,0_1299,4
895,0_171,0
896,0_361,1
897,0_519,2
898,0_991,3
899,0_1288,4
900,0_247,0
901,0_422,1
902,0_459,2
903,0_1015,3
904,0_1314,4
905,0_160,0
906,0_619,1
907,0_858,2
908,0_1090,3
909,0_1232,4
910,0_25,0
911,0_304,1
912,0_865,2
913,0_1125,3
914,0_1236,4
915,0_240,0
916,0_356,1
917,0_915,2
918,0_1010,3
919,0_1201,4
920,0_67,0
921,0_405,1
922,0_791,2
923,0_565,3
924,0_1239,4
925,0_213,0
926,0_654,1
927,0_747,2
928,0_992,3
929,0_1210,4
930,0_249,0
931,0_323,1
932,0_505,2
933,0_976,3
934,0_1431,4
935,0_40,0
936,0_624,1
937,0_935,2
938,0_947,3
939,0_1243,4
940,0_205,0
941,0_439,1
942,0_518,2
943,0_1074,3
944,0_1390,4
945,0_232,0
946,0_629,1
947,0_889,2
948,0_1047,3
949,0_1453,4
950,0_202,0
951,0_603,1
952,0_859,2
953,0_1018,3
954,0_599,4
955,0_190,0
956,0_647,1
957,0_808,2
958,0_557,3
959,0_1436,4
960,0_132,0
961,0_402,1
962,0_458,2
963,0_1006,3
964,0_1237,4
965,0_177,0
966,0_684,1
967,0_883,2
968,0_1038,3
969,0_1413,4
970,0_85,0
971,0_344,1
972,0_793,2
973,0_1154,3
974,0_1388,4
975,0_99,0
976,0_341,1
977,0_894,2
978,0_1001,3
979,0_1206,4
980,0_252,0
981,0_382,1
982,0_754,2
983,0_536,3
984,0_575,4
985,0_145,0
986,0_691,1
987,0_530,2
988,0_1033,3
989,0_1384,4
990,0_273,0
991,0_401,1
992,0_449,2
993,0_538,3
994,0_1425,4
995,0_69,0
996,0_673,1
997,0_827,2
998,0_949,3
999,0_1380,4
1000,0_194,0
1001,0_637,1
1002,0_924,2
1003,0_1163,3
1004,0_1197,4
1005,0_251,0
1006,0_724,1
1007,0_848,2
1008,0_555,3
1009,0_1456,4
1010,0_157,0
1011,0_676,1
1012,0_762,2
1013,0_1058,3
1014,0_589,4
1015,0_61,0
1016,0_346,1
1017,0_933,2
1018,0_1188,3
1019,0_1434,4
1020,0_288,0
1021,0_301,1
1022,0_763,2
1023,0_960,3
1024,0_1342,4
1025,0_80,0
1026,0_668,1
1027,0_464,2
1028,0_1166,3
1029,0_1396,4
1030,0_263,0
1031,0_733,1
1032,0_483,2
1033,0_995,3
1034,0_1255,4
1035,0_2,0
1036,0_295,1
1037,0_810,2
1038,0_1073,3
1039,0_1216,4
1040,0_88,0
1041,0_322,1
1042,0_862,2
1043,0_972,3
1044,0_1378,4
1045,0_285,0
1046,0_419,1
1047,0_869,2
1048,0_1093,3
1049,0_1356,4
1050,0_151,0
1051,0_385,1
1052,0_905,2
1053,0_1051,3
1054,0_1416,4
1055,0_239,0
1056,0_398,1
1057,0_800,2
1058,0_1142,3
1059,0_1352,4
1060,0_34,0
1061,0_683,1
1062,0_873,2
1063,0_1150,3
1064,0_1367,4
1065,0_29,0
1066,0_424,1
1067,0_922,2
1068,0_1050,3
1069,0_1302,4
1070,0_225,0
1071,0_607,1
1072,0_866,2
1073,0_967,3
1074,0_1361,4
1075,0_5,0
1076,0_388,1
1077,0_864,2
1078,0_944,3
1079,0_1376,4
1080,0_228,0
1081,0_688,1
1082,0_817,2
1083,0_1111,3
1084,0_1407,4
1085,0_56,0
1086,0_682,1
1087,0_833,2
1088,0_1151,3
1089,0_1328,4
1090,0_72,0
1091,0_661,1
1092,0_507,2
1093,0_1098,3
1094,0_1336,4
1095,0_111,0
1096,0_374,1
1097,0_923,2
1098,0_564,3
1099,0_1209,4
1100,0_112,0
1101,0_620,1
1102,0_839,2
1103,0_1030,3
1104,0_1225,4
1105,0_7,0
1106,0_384,1
1107,0_789,2
1108,0_1139,3
1109,0_1220,4
1110,0_156,0
1111,0_332,1
1112,0_903,2
1113,0_980,3
1114,0_1227,4
1115,0_210,0
1116,0_631,1
1117,0_837,2
1118,0_966,3
1119,0_1221,4
1120,0_54,0
1121,0_315,1
1122,0_776,2
1123,0_1158,3
1124,0_1305,4
1125,0_212,0
1126,0_297,1
1127,0_870,2
1128,0_1088,3
1129,0_1335,4
1130,0_102,0
1131,0_413,1
1132,0_516,2
1133,0_1182,3
1134,0_1321,4
1135,0_38,0
1136,0_349,1
1137,0_856,2
1138,0_1022,3
1139,0_576,4
1140,0_125,0
1141,0_436,1
1142,0_936,2
1143,0_546,3
1144,0_1276,4
1145,0_260,0
1146,0_698,1
1147,0_520,2
1148,0_952,3
1149,0_1196,4
1150,0_237,0
1151,0_625,1
1152,0_760,2
1153,0_1177,3
1154,0_1249,4
1155,0_98,0
1156,0_348,1
1157,0_822,2
1158,0_1107,3
1159,0_1358,4
1160,0_124,0
1161,0_370,1
1162,0_470,2
1163,0_1102,3
1164,0_1351,4
