,name,label
763,0_1148,3
764,0_1272,4
765,0_269,0
766,0_377,1
767,0_876,2
768,0_1021,3
769,0_1248,4
770,0_197,0
771,0_630,1
772,0_907,2
773,0_1063,3
774,0_1374,4
775,0_228,0
776,0_688,1
777,0_817,2
778,0_1111,3
779,0_1407,4
780,0_233,0
781,0_373,1
782,0_818,2
783,0_1087,3
784,0_577,4
785,0_3,0
786,0_423,1
787,0_843,2
788,0_1016,3
789,0_1421,4
790,0_169,0
791,0_293,1
792,0_744,2
793,0_988,3
794,0_1308,4
795,0_88,0
796,0_322,1
797,0_862,2
798,0_972,3
799,0_1378,4
800,0_7,0
801,0_384,1
802,0_789,2
803,0_1139,3
804,0_1220,4
805,0_226,0
806,0_338,1
807,0_792,2
808,0_539,3
809,0_1355,4
810,0_125,0
811,0_436,1
812,0_936,2
813,0_546,3
814,0_1276,4
815,0_12,0
816,0_611,1
817,0_769,2
818,0_1042,3
819,0_1452,4
820,0_183,0
821,0_360,1
822,0_768,2
823,0_569,3
824,0_1406,4
825,0_133,0
826,0_696,1
827,0_910,2
828,0_1168,3
829,0_1242,4
830,0_161,0
831,0_316,1
832,0_826,2
833,0_1137,3
834,0_1224,4
835,0_239,0
836,0_398,1
837,0_800,2
838,0_1142,3
839,0_1352,4
840,0_24,0
841,0_345,1
842,0_451,2
843,0_1078,3
844,0_1370,4
845,0_35,0
846,0_712,1
847,0_840,2
848,0_562,3
849,0_1207,4
850,0_131,0
851,0_664,1
852,0_756,2
853,0_968,3
854,0_1444,4
855,0_126,0
856,0_723,1
857,0_463,2
858,0_956,3
859,0_1439,4
860,0_31,0
861,0_695,1
862,0_506,2
863,0_556,3
864,0_1285,4
865,0_142,0
866,0_359,1
867,0_527,2
868,0_1134,3
869,0_1457,4
870,0_6,0
871,0_396,1
872,0_467,2
873,0_1187,3
874,0_1289,4
875,0_164,0
876,0_334,1
877,0_521,2
878,0_1008,3
879,0_598,4
880,0_73,0
881,0_659,1
882,0_498,2
883,0_989,3
884,0_1409,4
885,0_36,0
886,0_431,1
887,0_823,2
888,0_1145,3
889,0_596,4
890,0_51,0
891,0_333,1
892,0_831,2
893,0_945,3
894,0_1368,4
895,0_260,0
896,0_698,1
897,0_520,2
898,0_952,3
899,0_1196,4
900,0_123,0
901,0_742,1
902,0_514,2
903,0_1165,3
904,0_586,4
905,0_52,0
906,0_636,1
907,0_809,2
908,0_1026,3
909,0_1334,4
910,0_67,0
911,0_405,1
912,0_791,2
913,0_565,3
914,0_1239,4
915,0_203,0
916,0_608,1
917,0_803,2
918,0_963,3
919,0_1395,4
920,0_229,0
921,0_397,1
922,0_896,2
923,0_1092,3
924,0_1247,4
925,0_159,0
926,0_416,1
927,0_824,2
928,0_543,3
929,0_1345,4
930,0_187,0
931,0_308,1
932,0_508,2
933,0_1072,3
934,0_585,4
935,0_77,0
936,0_628,1
937,0_453,2
938,0_1043,3
939,0_1349,4
940,0_154,0
941,0_681,1
942,0_917,2
943,0_573,3
944,0_1397,4
945,0_245,0
946,0_680,1
947,0_834,2
948,0_1171,3
949,0_1442,4
950,0_63,0
951,0_375,1
952,0_450,2
953,0_1091,3
954,0_1307,4
955,0_223,0
956,0_428,1
957,0_893,2
958,0_1085,3
959,0_1445,4
960,0_150,0
961,0_363,1
962,0_484,2
963,0_551,3
964,0_1219,4
965,0_61,0
966,0_346,1
967,0_933,2
968,0_1188,3
969,0_1434,4
970,0_144,0
971,0_648,1
972,0_828,2
973,0_1070,3
974,0_1318,4
975,0_185,0
976,0_718,1
977,0_475,2
978,0_1112,3
979,0_592,4
980,0_242,0
981,0_717,1
982,0_477,2
983,0_957,3
984,0_1354,4
985,0_287,0
986,0_380,1
987,0_895,2
988,0_1066,3
989,0_1284,4
990,0_193,0
991,0_715,1
992,0_786,2
993,0_1048,3
994,0_1382,4
995,0_281,0
996,0_660,1
997,0_523,2
998,0_1167,3
999,0_1433,4
1000,0_261,0
1001,0_656,1
1002,0_897,2
1003,0_1068,3
1004,0_1317,4
1005,0_118,0
1006,0_737,1
1007,0_807,2
1008,0_1023,3
1009,0_1366,4
1010,0_225,0
1011,0_607,1
1012,0_866,2
1013,0_967,3
1014,0_1361,4
1015,0_98,0
1016,0_348,1
1017,0_822,2
1018,0_1107,3
1019,0_1358,4
1020,0_48,0
1021,0_613,1
1022,0_473,2
1023,0_544,3
1024,0_1270,4
1025,0_42,0
1026,0_319,1
1027,0_901,2
1028,0_1132,3
1029,0_1298,4
1030,0_251,0
1031,0_724,1
1032,0_848,2
1033,0_555,3
1034,0_1456,4
1035,0_220,0
1036,0_736,1
1037,0_908,2
1038,0_1082,3
1039,0_1214,4
1040,0_146,0
1041,0_426,1
1042,0_487,2
1043,0_1176,3
1044,0_1438,4
1045,0_256,0
1046,0_616,1
1047,0_771,2
1048,0_1181,3
1049,0_1278,4
1050,0_271,0
1051,0_600,1
1052,0_835,2
1053,0_1123,3
1054,0_1299,4
1055,0_59,0
1056,0_335,1
1057,0_852,2
1058,0_1096,3
1059,0_1344,4
1060,0_155,0
1061,0_313,1
1062,0_929,2
1063,0_1189,3
1064,0_1387,4
1065,0_204,0
1066,0_674,1
1067,0_472,2
1068,0_1041,3
1069,0_1202,4
1070,0_58,0
1071,0_653,1
1072,0_811,2
1073,0_1113,3
1074,0_1420,4
1075,0_170,0
1076,0_437,1
1077,0_794,2
1078,0_1034,3
1079,0_1440,4
1080,0_138,0
1081,0_711,1
1082,0_777,2
1083,0_553,3
1084,0_584,4
1085,0_259,0
1086,0_666,1
1087,0_745,2
1088,0_1086,3
1089,0_1430,4
1090,0_17,0
1091,0_432,1
1092,0_755,2
1093,0_1147,3
1094,0_1273,4
1095,0_111,0
1096,0_374,1
1097,0_923,2
1098,0_564,3
1099,0_1209,4
1100,0_135,0
1101,0_305,1
1102,0_805,2
1103,0_1124,3
1104,0_1194,4
1105,0_265,0
1106,0_639,1
1107,0_802,2
1108,0_568,3
1109,0_1281,4
1110,0_85,0
1111,0_344,1
1112,0_793,2
1113,0_1154,3
1114,0_1388,4
1115,0_216,0
1116,0_610,1
1117,0_868,2
1118,0_1126,3
1119,0_1275,4
1120,0_240,0
1121,0_356,1
1122,0_915,2
1123,0_1010,3
1124,0_1201,4
1125,0_46,0
1126,0_705,1
1127,0_447,2
1128,0_1032,3
1129,0_1254,4
1130,0_79,0
1131,0_298,1
1132,0_509,2
1133,0_1014,3
1134,0_1261,4
1135,0_151,0
1136,0_385,1
1137,0_905,2
1138,0_1051,3
1139,0_1416,4
1140,0_60,0
1141,0_722,1
1142,0_881,2
1143,0_1170,3
1144,0_1341,4
1145,0_173,0
1146,0_667,1
1147,0_500,2
1148,0_1036,3
1149,0_580,4
1150,0_172,0
1151,0_739,1
1152,0_502,2
1153,0_1046,3
1154,0_1411,4
1155,0_140,0
1156,0_440,1
1157,0_934,2
1158,0_1059,3
1159,0_1405,4
1160,0_33,0
1161,0_693,1
1162,0_787,2
1163,0_1160,3
1164,0_1200,4
